sep=;
time;model_id;model_name;port_name;data
1;9;PasirRis;;<150000,0.0001275,1.5e-05,0>
2;3;BukitMerah;outputNeighborhood;<170000,0.0001275,1.5e-05,0>
2;3;BukitMerah;;<170000,0.000162752,3.9e-05,1.5e-06>
2;4;Geylang;outputNeighborhood;<100000,0.00085,8.1001,1.9>
2;4;Geylang;;<100000,0.00108501,7.29026,2.71001>
2;5;Tampines;;<240000,2.25e-10,0,0>
2;6;JurongEast;;<180000,1.125e-10,0,0>
2;7;Orchard;;<30000,4.125e-10,0,0>
2;8;MarinaBay;outputNeighborhood;<60000,0.00017,2e-05,0>
2;8;MarinaBay;;<60000,0.000217002,5.2e-05,2e-06>
2;9;PasirRis;outputNeighborhood;<150000,0.0001275,1.5e-05,0>
2;9;PasirRis;;<150000,0.000162751,3.9e-05,1.5e-06>
3;1;Woodlands;;<260000,0,0,0>
3;2;AngMoKio;;<160000,0,0,0>
3;3;BukitMerah;outputNeighborhood;<170000,0.000162752,3.9e-05,1.5e-06>
3;3;BukitMerah;;<170000,0.000184881,6.76504e-05,5.4e-06>
3;4;Geylang;outputNeighborhood;<100000,0.00108501,7.29026,2.71001>
3;4;Geylang;;<100000,0.00123252,6.56145,3.43904>
3;5;Tampines;outputNeighborhood;<240000,2.25e-10,0,0>
3;5;Tampines;;<240000,7.65e-10,4.5e-11,0>
3;6;JurongEast;outputNeighborhood;<180000,1.125e-10,0,0>
3;6;JurongEast;;<180000,3.825e-10,2.25e-11,0>
3;7;Orchard;outputNeighborhood;<30000,4.125e-10,0,0>
3;7;Orchard;;<30000,1.4025e-09,8.25e-11,0>
3;8;MarinaBay;outputNeighborhood;<60000,0.000217002,5.2e-05,2e-06>
3;8;MarinaBay;;<60000,0.000246508,9.02004e-05,7.2e-06>
3;9;PasirRis;outputNeighborhood;<150000,0.000162751,3.9e-05,1.5e-06>
3;9;PasirRis;;<150000,0.00018488,6.76503e-05,5.4e-06>
4;1;Woodlands;;<260000,1.6875e-16,0,0>
4;2;AngMoKio;;<160000,6.1875e-16,0,0>
4;3;BukitMerah;outputNeighborhood;<170000,0.000184881,6.76504e-05,5.4e-06>
4;3;BukitMerah;;<170000,0.000197121,9.78615e-05,1.2165e-05>
4;4;Geylang;outputNeighborhood;<100000,0.00123252,6.56145,3.43904>
4;4;Geylang;;<100000,0.00131409,5.90555,4.09518>
4;5;Tampines;outputNeighborhood;<240000,7.65e-10,4.5e-11,0>
4;5;Tampines;;<240000,1.62676e-09,1.935e-10,4.5e-12>
4;6;JurongEast;outputNeighborhood;<180000,3.825e-10,2.25e-11,0>
4;6;JurongEast;;<180000,8.13379e-10,9.675e-11,2.25e-12>
4;7;Orchard;outputNeighborhood;<30000,1.4025e-09,8.25e-11,0>
4;7;Orchard;;<30000,2.98239e-09,3.5475e-10,8.25e-12>
4;8;MarinaBay;outputNeighborhood;<60000,0.000246508,9.02004e-05,7.2e-06>
4;8;MarinaBay;;<60000,0.000262826,0.000130482,1.622e-05>
4;9;PasirRis;outputNeighborhood;<150000,0.00018488,6.76503e-05,5.4e-06>
4;9;PasirRis;;<150000,0.000197118,9.78613e-05,1.2165e-05>
5;1;Woodlands;outputNeighborhood;<260000,1.6875e-16,0,0>
5;1;Woodlands;;<260000,8.60625e-16,3.375e-17,0>
5;2;AngMoKio;outputNeighborhood;<160000,6.1875e-16,0,0>
5;2;AngMoKio;;<160000,3.15563e-15,1.2375e-16,0>
5;3;BukitMerah;outputNeighborhood;<170000,0.000197121,9.78615e-05,1.2165e-05>
5;3;BukitMerah;;<170000,0.000201995,0.000127499,2.19512e-05>
5;4;Geylang;outputNeighborhood;<100000,0.00131409,5.90555,4.09518>
5;4;Geylang;;<100000,0.00134655,5.31526,4.68574>
5;5;Tampines;outputNeighborhood;<240000,1.62676e-09,1.935e-10,4.5e-12>
5;5;Tampines;;<240000,2.76934e-09,4.99501e-10,2.385e-11>
5;6;JurongEast;outputNeighborhood;<180000,8.13379e-10,9.675e-11,2.25e-12>
5;6;JurongEast;;<180000,1.38467e-09,2.49751e-10,1.1925e-11>
5;7;Orchard;outputNeighborhood;<30000,2.98239e-09,3.5475e-10,8.25e-12>
5;7;Orchard;;<30000,5.07712e-09,9.15753e-10,4.3725e-11>
5;8;MarinaBay;outputNeighborhood;<60000,0.000262826,0.000130482,1.622e-05>
5;8;MarinaBay;;<60000,0.000269324,0.000169999,2.92682e-05>
5;9;PasirRis;outputNeighborhood;<150000,0.000197118,9.78613e-05,1.2165e-05>
5;9;PasirRis;;<150000,0.000201991,0.000127499,2.19512e-05>
5;10;Yishun;;<230000,0,0,0>
6;1;Woodlands;outputNeighborhood;<260000,8.60625e-16,3.375e-17,0>
6;1;Woodlands;;<260000,2.56163e-15,2.025e-16,3.375e-18>
6;2;AngMoKio;outputNeighborhood;<160000,3.15563e-15,1.2375e-16,0>
6;2;AngMoKio;;<160000,9.39265e-15,7.425e-16,1.2375e-17>
6;3;BukitMerah;outputNeighborhood;<170000,0.000201995,0.000127499,2.19512e-05>
6;3;BukitMerah;;<170000,0.000201469,0.000155149,3.47011e-05>
6;4;Geylang;outputNeighborhood;<100000,0.00134655,5.31526,4.68574>
6;4;Geylang;;<100000,0.00134301,4.784,5.21726>
6;5;Tampines;outputNeighborhood;<240000,2.76934e-09,4.99501e-10,2.385e-11>
6;5;Tampines;;<240000,4.12798e-09,1.00342e-09,7.38001e-11>
6;6;JurongEast;outputNeighborhood;<180000,1.38467e-09,2.49751e-10,1.1925e-11>
6;6;JurongEast;;<180000,2.06399e-09,5.0171e-10,3.69001e-11>
6;7;Orchard;outputNeighborhood;<30000,5.07712e-09,9.15753e-10,4.3725e-11>
6;7;Orchard;;<30000,7.56797e-09,1.8396e-09,1.353e-10>
6;8;MarinaBay;outputNeighborhood;<60000,0.000269324,0.000169999,2.92682e-05>
6;8;MarinaBay;;<60000,0.000268623,0.000206864,4.62681e-05>
6;9;PasirRis;outputNeighborhood;<150000,0.000201991,0.000127499,2.19512e-05>
6;9;PasirRis;;<150000,0.000201464,0.000155147,3.4701e-05>
6;10;Yishun;;<230000,1.43438e-21,0,0>
7;1;Woodlands;outputNeighborhood;<260000,2.56163e-15,2.025e-16,3.375e-18>
7;1;Woodlands;;<260000,5.81214e-15,6.94576e-16,2.3625e-17>
7;2;AngMoKio;outputNeighborhood;<160000,9.39265e-15,7.425e-16,1.2375e-17>
7;2;AngMoKio;;<160000,2.13112e-14,2.54678e-15,8.6625e-17>
7;3;BukitMerah;outputNeighborhood;<170000,0.000201469,0.000155149,3.47011e-05>
7;3;BukitMerah;;<170000,0.000197066,0.000179928,5.0216e-05>
7;4;Geylang;outputNeighborhood;<100000,0.00134301,4.784,5.21726>
7;4;Geylang;;<100000,0.00131361,4.30587,5.69566>
7;5;Tampines;outputNeighborhood;<240000,4.12798e-09,1.00342e-09,7.38001e-11>
7;5;Tampines;;<240000,5.62964e-09,1.72867e-09,1.74142e-10>
7;6;JurongEast;outputNeighborhood;<180000,2.06399e-09,5.0171e-10,3.69001e-11>
7;6;JurongEast;;<180000,2.81483e-09,8.64337e-10,8.7071e-11>
7;7;Orchard;outputNeighborhood;<30000,7.56797e-09,1.8396e-09,1.353e-10>
7;7;Orchard;;<30000,1.0321e-08,3.16924e-09,3.1926e-10>
7;8;MarinaBay;outputNeighborhood;<60000,0.000268623,0.000206864,4.62681e-05>
7;8;MarinaBay;;<60000,0.000262751,0.000239902,6.69545e-05>
7;9;PasirRis;outputNeighborhood;<150000,0.000201464,0.000155147,3.4701e-05>
7;9;PasirRis;;<150000,0.000197059,0.000179925,5.02158e-05>
7;10;Yishun;outputNeighborhood;<230000,1.43438e-21,0,0>
7;10;Yishun;;<230000,9.75375e-21,2.86875e-22,0>
8;1;Woodlands;outputNeighborhood;<260000,5.81214e-15,6.94576e-16,2.3625e-17>
8;1;Woodlands;;<260000,1.11323e-14,1.78755e-15,9.30826e-17>
8;2;AngMoKio;outputNeighborhood;<160000,2.13112e-14,2.54678e-15,8.6625e-17>
8;2;AngMoKio;;<160000,4.08183e-14,6.55434e-15,3.41303e-16>
8;3;BukitMerah;outputNeighborhood;<170000,0.000197066,0.000179928,5.0216e-05>
8;3;BukitMerah;;<170000,0.00018996,0.000201348,6.82087e-05>
8;4;Geylang;outputNeighborhood;<100000,0.00131361,4.30587,5.69566>
8;4;Geylang;;<100000,0.00126619,3.87555,6.12625>
8;5;Tampines;outputNeighborhood;<240000,5.62964e-09,1.72867e-09,1.74142e-10>
8;5;Tampines;;<240000,7.20269e-09,2.68173e-09,3.47009e-10>
8;6;JurongEast;outputNeighborhood;<180000,2.81483e-09,8.64337e-10,8.7071e-11>
8;6;JurongEast;;<180000,3.60137e-09,1.34087e-09,1.73505e-10>
8;7;Orchard;outputNeighborhood;<30000,1.0321e-08,3.16924e-09,3.1926e-10>
8;7;Orchard;;<30000,1.3205e-08,4.91652e-09,6.36184e-10>
8;8;MarinaBay;outputNeighborhood;<60000,0.000262751,0.000239902,6.69545e-05>
8;8;MarinaBay;;<60000,0.000253274,0.000268462,9.09447e-05>
8;9;PasirRis;outputNeighborhood;<150000,0.000197059,0.000179925,5.02158e-05>
8;9;PasirRis;;<150000,0.00018995,0.000201344,6.82083e-05>
8;10;Yishun;outputNeighborhood;<230000,9.75375e-21,2.86875e-22,0>
8;10;Yishun;;<230000,3.73225e-20,2.20894e-21,2.86875e-23>
9;1;Woodlands;outputNeighborhood;<260000,1.11323e-14,1.78755e-15,9.30826e-17>
9;1;Woodlands;;<260000,1.89624e-14,3.83525e-15,2.71837e-16>
9;2;AngMoKio;outputNeighborhood;<160000,4.08183e-14,6.55434e-15,3.41303e-16>
9;2;AngMoKio;;<160000,6.95289e-14,1.40626e-14,9.96737e-16>
9;3;BukitMerah;outputNeighborhood;<170000,0.00018996,0.000201348,6.82087e-05>
9;3;BukitMerah;;<170000,0.000181048,0.000219205,8.83436e-05>
9;4;Geylang;outputNeighborhood;<100000,0.00126619,3.87555,6.12625>
9;4;Geylang;;<100000,0.00120673,3.48825,6.5138>
9;5;Tampines;outputNeighborhood;<240000,7.20269e-09,2.68173e-09,3.47009e-10>
9;5;Tampines;;<240000,8.78246e-09,3.8541e-09,6.15183e-10>
9;6;JurongEast;outputNeighborhood;<180000,3.60137e-09,1.34087e-09,1.73505e-10>
9;6;JurongEast;;<180000,4.39127e-09,1.92706e-09,3.07592e-10>
9;7;Orchard;outputNeighborhood;<30000,1.3205e-08,4.91652e-09,6.36184e-10>
9;7;Orchard;;<30000,1.61013e-08,7.06586e-09,1.12784e-09>
9;8;MarinaBay;outputNeighborhood;<60000,0.000253274,0.000268462,9.09447e-05>
9;8;MarinaBay;;<60000,0.000241391,0.000292271,0.000117791>
9;9;PasirRis;outputNeighborhood;<150000,0.00018995,0.000201344,6.82083e-05>
9;9;PasirRis;;<150000,0.000181037,0.0002192,8.83427e-05>
9;10;Yishun;outputNeighborhood;<230000,3.73225e-20,2.20894e-21,2.86875e-23>
9;10;Yishun;;<230000,1.05829e-19,9.45255e-21,2.49581e-22>
10;1;Woodlands;outputNeighborhood;<260000,1.89624e-14,3.83525e-15,2.71837e-16>
10;1;Woodlands;;<260000,2.96231e-14,7.24421e-15,6.55362e-16>
10;2;AngMoKio;outputNeighborhood;<160000,6.95289e-14,1.40626e-14,9.96737e-16>
10;2;AngMoKio;;<160000,1.08618e-13,2.65621e-14,2.40299e-15>
10;3;BukitMerah;outputNeighborhood;<170000,0.000181048,0.000219205,8.83436e-05>
10;3;BukitMerah;;<170000,0.000171016,0.000233494,0.000110264>
10;4;Geylang;outputNeighborhood;<100000,0.00120673,3.48825,6.5138>
10;4;Geylang;;<100000,0.00113981,3.13966,6.86263>
10;5;Tampines;outputNeighborhood;<240000,8.78246e-09,3.8541e-09,6.15183e-10>
10;5;Tampines;;<240000,1.03142e-08,5.22518e-09,1.00059e-09>
10;6;JurongEast;outputNeighborhood;<180000,4.39127e-09,1.92706e-09,3.07592e-10>
10;6;JurongEast;;<180000,5.15715e-09,2.61261e-09,5.00298e-10>
10;7;Orchard;outputNeighborhood;<30000,1.61013e-08,7.06586e-09,1.12784e-09>
10;7;Orchard;;<30000,1.89095e-08,9.57953e-09,1.83442e-09>
10;8;MarinaBay;outputNeighborhood;<60000,0.000241391,0.000292271,0.000117791>
10;8;MarinaBay;;<60000,0.000228013,0.000311322,0.000147018>
10;9;PasirRis;outputNeighborhood;<150000,0.000181037,0.0002192,8.83427e-05>
10;9;PasirRis;;<150000,0.000171002,0.000233487,0.000110263>
10;10;Yishun;outputNeighborhood;<230000,1.05829e-19,9.45255e-21,2.49581e-22>
10;10;Yishun;;<230000,2.47662e-19,2.96731e-20,1.19484e-21>
11;1;Woodlands;outputNeighborhood;<260000,2.96231e-14,7.24421e-15,6.55362e-16>
11;1;Woodlands;;<260000,4.32934e-14,1.24444e-14,1.37978e-15>
11;2;AngMoKio;outputNeighborhood;<160000,1.08618e-13,2.65621e-14,2.40299e-15>
11;2;AngMoKio;;<160000,1.58742e-13,4.56294e-14,5.0592e-15>
11;3;BukitMerah;outputNeighborhood;<170000,0.000171016,0.000233494,0.000110264>
11;3;BukitMerah;;<170000,0.000160377,0.000244348,0.000133614>
11;4;Geylang;outputNeighborhood;<100000,0.00113981,3.13966,6.86263>
11;4;Geylang;;<100000,0.00106883,2.82592,7.1766>
11;5;Tampines;outputNeighborhood;<240000,1.03142e-08,5.22518e-09,1.00059e-09>
11;5;Tampines;;<240000,1.17539e-08,6.7655e-09,1.52311e-09>
11;6;JurongEast;outputNeighborhood;<180000,5.15715e-09,2.61261e-09,5.00298e-10>
11;6;JurongEast;;<180000,5.87706e-09,3.38278e-09,7.61558e-10>
11;7;Orchard;outputNeighborhood;<30000,1.89095e-08,9.57953e-09,1.83442e-09>
11;7;Orchard;;<30000,2.15491e-08,1.24035e-08,2.79238e-09>
11;8;MarinaBay;outputNeighborhood;<60000,0.000228013,0.000311322,0.000147018>
11;8;MarinaBay;;<60000,0.000213826,0.000325792,0.00017815>
11;9;PasirRis;outputNeighborhood;<150000,0.000171002,0.000233487,0.000110263>
11;9;PasirRis;;<150000,0.000160361,0.000244339,0.000133611>
11;10;Yishun;outputNeighborhood;<230000,2.47662e-19,2.96731e-20,1.19484e-21>
11;10;Yishun;;<230000,5.0601e-19,7.62381e-20,4.16214e-21>
12;1;Woodlands;outputNeighborhood;<260000,4.32934e-14,1.24444e-14,1.37978e-15>
12;1;Woodlands;;<260000,6.00061e-14,1.98586e-14,2.62422e-15>
12;2;AngMoKio;outputNeighborhood;<160000,1.58742e-13,4.56294e-14,5.0592e-15>
12;2;AngMoKio;;<160000,2.20022e-13,7.28149e-14,9.62215e-15>
12;3;BukitMerah;outputNeighborhood;<170000,0.000160377,0.000244348,0.000133614>
12;3;BukitMerah;;<170000,0.000149513,0.000251989,0.000158048>
12;4;Geylang;outputNeighborhood;<100000,0.00106883,2.82592,7.1766>
12;4;Geylang;;<100000,0.000996372,2.54355,7.45919>
12;5;Tampines;outputNeighborhood;<240000,1.17539e-08,6.7655e-09,1.52311e-09>
12;5;Tampines;;<240000,1.30686e-08,8.43973e-09,2.19966e-09>
12;6;JurongEast;outputNeighborhood;<180000,5.87706e-09,3.38278e-09,7.61558e-10>
12;6;JurongEast;;<180000,6.53443e-09,4.21991e-09,1.09984e-09>
12;7;Orchard;outputNeighborhood;<30000,2.15491e-08,1.24035e-08,2.79238e-09>
12;7;Orchard;;<30000,2.39594e-08,1.54729e-08,4.03272e-09>
12;8;MarinaBay;outputNeighborhood;<60000,0.000213826,0.000325792,0.00017815>
12;8;MarinaBay;;<60000,0.00019934,0.000335978,0.000210729>
12;9;PasirRis;outputNeighborhood;<150000,0.000160361,0.000244339,0.000133611>
12;9;PasirRis;;<150000,0.000149495,0.000251977,0.000158045>
12;10;Yishun;outputNeighborhood;<230000,5.0601e-19,7.62381e-20,4.16214e-21>
12;10;Yishun;;<230000,9.33698e-19,1.69816e-19,1.17859e-20>
13;1;Woodlands;outputNeighborhood;<260000,6.00061e-14,1.98586e-14,2.62422e-15>
13;1;Woodlands;;<260000,7.96552e-14,2.9874e-14,4.61009e-15>
13;2;AngMoKio;outputNeighborhood;<160000,2.20022e-13,7.28149e-14,9.62215e-15>
13;2;AngMoKio;;<160000,2.92068e-13,1.09538e-13,1.69036e-14>
13;3;BukitMerah;outputNeighborhood;<170000,0.000149513,0.000251989,0.000158048>
13;3;BukitMerah;;<170000,0.000138704,0.000256692,0.000183247>
13;4;Geylang;outputNeighborhood;<100000,0.000996372,2.54355,7.45919>
13;4;Geylang;;<100000,0.000924282,2.28939,7.71354>
13;5;Tampines;outputNeighborhood;<240000,1.30686e-08,8.43973e-09,2.19966e-09>
13;5;Tampines;;<240000,1.4235e-08,1.02095e-08,3.04363e-09>
13;6;JurongEast;outputNeighborhood;<180000,6.53443e-09,4.21991e-09,1.09984e-09>
13;6;JurongEast;;<180000,7.11767e-09,5.1048e-09,1.52183e-09>
13;7;Orchard;outputNeighborhood;<30000,2.39594e-08,1.54729e-08,4.03272e-09>
13;7;Orchard;;<30000,2.60979e-08,1.87175e-08,5.58002e-09>
13;8;MarinaBay;outputNeighborhood;<60000,0.00019934,0.000335978,0.000210729>
13;8;MarinaBay;;<60000,0.000184928,0.000342248,0.000244327>
13;9;PasirRis;outputNeighborhood;<150000,0.000149495,0.000251977,0.000158045>
13;9;PasirRis;;<150000,0.000138685,0.000256679,0.000183243>
13;10;Yishun;outputNeighborhood;<230000,9.33698e-19,1.69816e-19,1.17859e-20>
13;10;Yishun;;<230000,1.59096e-18,3.39574e-19,2.87676e-20>
14;1;Woodlands;outputNeighborhood;<260000,7.96552e-14,2.9874e-14,4.61009e-15>
14;1;Woodlands;;<260000,1.02012e-13,4.28176e-14,7.59749e-15>
14;2;AngMoKio;outputNeighborhood;<160000,2.92068e-13,1.09538e-13,1.69036e-14>
14;2;AngMoKio;;<160000,3.74042e-13,1.56998e-13,2.78574e-14>
14;3;BukitMerah;outputNeighborhood;<170000,0.000138704,0.000256692,0.000183247>
14;3;BukitMerah;;<170000,0.000128152,0.000258764,0.000208916>
14;4;Geylang;outputNeighborhood;<100000,0.000924282,2.28939,7.71354>
14;4;Geylang;;<100000,0.000853903,2.06064,7.94248>
14;5;Tampines;outputNeighborhood;<240000,1.4235e-08,1.02095e-08,3.04363e-09>
14;5;Tampines;;<240000,1.52387e-08,1.20355e-08,4.06458e-09>
14;6;JurongEast;outputNeighborhood;<180000,7.11767e-09,5.1048e-09,1.52183e-09>
14;6;JurongEast;;<180000,7.61958e-09,6.01786e-09,2.03231e-09>
14;7;Orchard;outputNeighborhood;<30000,2.60979e-08,1.87175e-08,5.58002e-09>
14;7;Orchard;;<30000,2.79381e-08,2.20653e-08,7.45177e-09>
14;8;MarinaBay;outputNeighborhood;<60000,0.000184928,0.000342248,0.000244327>
14;8;MarinaBay;;<60000,0.000170857,0.000345009,0.000278552>
14;9;PasirRis;outputNeighborhood;<150000,0.000138685,0.000256679,0.000183243>
14;9;PasirRis;;<150000,0.000128132,0.000258748,0.000208911>
14;10;Yishun;outputNeighborhood;<230000,1.59096e-18,3.39574e-19,2.87676e-20>
14;10;Yishun;;<230000,2.54243e-18,6.23808e-19,6.2725e-20>
15;1;Woodlands;outputNeighborhood;<260000,1.02012e-13,4.28176e-14,7.59749e-15>
15;1;Woodlands;;<260000,1.26745e-13,5.89382e-14,1.18793e-14>
15;2;AngMoKio;outputNeighborhood;<160000,3.74042e-13,1.56998e-13,2.78574e-14>
15;2;AngMoKio;;<160000,4.64731e-13,2.16106e-13,4.35572e-14>
15;3;BukitMerah;outputNeighborhood;<170000,0.000128152,0.000258764,0.000208916>
15;3;BukitMerah;;<170000,0.000117994,0.000258518,0.000234793>
15;4;Geylang;outputNeighborhood;<100000,0.000853903,2.06064,7.94248>
15;4;Geylang;;<100000,0.000786162,1.85474,8.14854>
15;5;Tampines;outputNeighborhood;<240000,1.52387e-08,1.20355e-08,4.06458e-09>
15;5;Tampines;;<240000,1.60728e-08,1.38797e-08,5.26813e-09>
15;6;JurongEast;outputNeighborhood;<180000,7.61958e-09,6.01786e-09,2.03231e-09>
15;6;JurongEast;;<180000,8.0367e-09,6.93999e-09,2.63409e-09>
15;7;Orchard;outputNeighborhood;<30000,2.79381e-08,2.20653e-08,7.45177e-09>
15;7;Orchard;;<30000,2.94675e-08,2.54464e-08,9.6583e-09>
15;8;MarinaBay;outputNeighborhood;<60000,0.000170857,0.000345009,0.000278552>
15;8;MarinaBay;;<60000,0.000157313,0.00034468,0.000313053>
15;9;PasirRis;outputNeighborhood;<150000,0.000128132,0.000258748,0.000208911>
15;9;PasirRis;;<150000,0.000117973,0.000258499,0.000234786>
15;10;Yishun;outputNeighborhood;<230000,2.54243e-18,6.23808e-19,6.2725e-20>
15;10;Yishun;;<230000,3.85372e-18,1.06991e-18,1.25106e-19>
16;1;Woodlands;outputNeighborhood;<260000,1.26745e-13,5.89382e-14,1.18793e-14>
16;1;Woodlands;;<260000,1.53449e-13,7.83935e-14,1.77731e-14>
16;2;AngMoKio;outputNeighborhood;<160000,4.64731e-13,2.16106e-13,4.35572e-14>
16;2;AngMoKio;;<160000,5.62644e-13,2.87442e-13,6.51678e-14>
16;3;BukitMerah;outputNeighborhood;<170000,0.000117994,0.000258518,0.000234793>
16;3;BukitMerah;;<170000,0.000108324,0.000256265,0.000260645>
16;4;Geylang;outputNeighborhood;<100000,0.000786162,1.85474,8.14854>
16;4;Geylang;;<100000,0.000721674,1.66943,8.33402>
16;5;Tampines;outputNeighborhood;<240000,1.60728e-08,1.38797e-08,5.26813e-09>
16;5;Tampines;;<240000,1.67365e-08,1.57063e-08,6.65611e-09>
16;6;JurongEast;outputNeighborhood;<180000,8.0367e-09,6.93999e-09,2.63409e-09>
16;6;JurongEast;;<180000,8.36859e-09,7.85333e-09,3.32809e-09>
16;7;Orchard;outputNeighborhood;<30000,2.94675e-08,2.54464e-08,9.6583e-09>
16;7;Orchard;;<30000,3.06843e-08,2.87953e-08,1.22029e-08>
16;8;MarinaBay;outputNeighborhood;<60000,0.000157313,0.00034468,0.000313053>
16;8;MarinaBay;;<60000,0.000144419,0.000341675,0.000347521>
16;9;PasirRis;outputNeighborhood;<150000,0.000117973,0.000258499,0.000234786>
16;9;PasirRis;;<150000,0.000108302,0.000256244,0.000260636>
16;10;Yishun;outputNeighborhood;<230000,3.85372e-18,1.06991e-18,1.25106e-19>
16;10;Yishun;;<230000,5.5879e-18,1.73367e-18,2.32097e-19>
17;1;Woodlands;outputNeighborhood;<260000,1.53449e-13,7.83935e-14,1.77731e-14>
17;1;Woodlands;;<260000,1.81663e-13,1.01244e-13,2.56124e-14>
17;2;AngMoKio;outputNeighborhood;<160000,5.62644e-13,2.87442e-13,6.51678e-14>
17;2;AngMoKio;;<160000,6.66094e-13,3.71226e-13,9.3912e-14>
17;3;BukitMerah;outputNeighborhood;<170000,0.000108324,0.000256265,0.000260645>
17;3;BukitMerah;;<170000,9.9198e-05,0.000252303,0.000286271>
17;4;Geylang;outputNeighborhood;<100000,0.000721674,1.66943,8.33402>
17;4;Geylang;;<100000,0.000660819,1.50263,8.50096>
17;5;Tampines;outputNeighborhood;<240000,1.67365e-08,1.57063e-08,6.65611e-09>
17;5;Tampines;;<240000,1.72337e-08,1.7483e-08,8.22674e-09>
17;6;JurongEast;outputNeighborhood;<180000,8.36859e-09,7.85333e-09,3.32809e-09>
17;6;JurongEast;;<180000,8.61725e-09,8.74171e-09,4.11342e-09>
17;7;Orchard;outputNeighborhood;<30000,3.06843e-08,2.87953e-08,1.22029e-08>
17;7;Orchard;;<30000,3.1596e-08,3.20526e-08,1.50825e-08>
17;8;MarinaBay;outputNeighborhood;<60000,0.000144419,0.000341675,0.000347521>
17;8;MarinaBay;;<60000,0.000132251,0.000336391,0.000381688>
17;9;PasirRis;outputNeighborhood;<150000,0.000108302,0.000256244,0.000260636>
17;9;PasirRis;;<150000,9.9175e-05,0.00025228,0.00028626>
17;10;Yishun;outputNeighborhood;<230000,5.5879e-18,1.73367e-18,2.32097e-19>
17;10;Yishun;;<230000,7.80212e-18,2.67788e-18,4.05464e-19>
18;1;Woodlands;outputNeighborhood;<260000,1.81663e-13,1.01244e-13,2.56124e-14>
18;1;Woodlands;;<260000,2.10899e-13,1.27452e-13,3.57368e-14>
18;2;AngMoKio;outputNeighborhood;<160000,6.66094e-13,3.71226e-13,9.3912e-14>
18;2;AngMoKio;;<160000,7.73289e-13,4.67323e-13,1.31035e-13>
18;3;BukitMerah;outputNeighborhood;<170000,9.9198e-05,0.000252303,0.000286271>
18;3;BukitMerah;;<170000,9.06458e-05,0.000246913,0.000311501>
18;4;Geylang;outputNeighborhood;<100000,0.000660819,1.50263,8.50096>
18;4;Geylang;;<100000,0.000603794,1.3525,8.65122>
18;5;Tampines;outputNeighborhood;<240000,1.72337e-08,1.7483e-08,8.22674e-09>
18;5;Tampines;;<240000,1.75721e-08,1.91814e-08,9.97504e-09>
18;6;JurongEast;outputNeighborhood;<180000,8.61725e-09,8.74171e-09,4.11342e-09>
18;6;JurongEast;;<180000,8.78651e-09,9.59099e-09,4.9876e-09>
18;7;Orchard;outputNeighborhood;<30000,3.1596e-08,3.20526e-08,1.50825e-08>
18;7;Orchard;;<30000,3.22166e-08,3.51666e-08,1.82877e-08>
18;8;MarinaBay;outputNeighborhood;<60000,0.000132251,0.000336391,0.000381688>
18;8;MarinaBay;;<60000,0.000120847,0.000329202,0.000415328>
18;9;PasirRis;outputNeighborhood;<150000,9.9175e-05,0.00025228,0.00028626>
18;9;PasirRis;;<150000,9.06224e-05,0.000246887,0.000311488>
