sep=;
time;model_id;model_name;port_name;data
1;9;PasirRis;;<150000,0.0003825,4.5e-05,0>
2;3;BukitMerah;outputNeighborhood;<170000,0.0003825,4.5e-05,0>
2;3;BukitMerah;;<170000,0.000488262,0.000117,4.5e-06>
2;4;Geylang;outputNeighborhood;<100000,0.0017,8.1002,1.9>
2;4;Geylang;;<100000,0.00217002,7.29052,2.71002>
2;5;Tampines;;<240000,2.025e-09,0,0>
2;6;JurongEast;;<180000,1.0125e-09,0,0>
2;7;Orchard;;<30000,3.7125e-09,0,0>
2;8;MarinaBay;outputNeighborhood;<60000,0.00051,6e-05,0>
2;8;MarinaBay;;<60000,0.000651014,0.000156,6e-06>
2;9;PasirRis;outputNeighborhood;<150000,0.0003825,4.5e-05,0>
2;9;PasirRis;;<150000,0.000488259,0.000117,4.5e-06>
3;1;Woodlands;;<260000,0,0,0>
3;2;AngMoKio;;<160000,0,0,0>
3;3;BukitMerah;outputNeighborhood;<170000,0.000488262,0.000117,4.5e-06>
3;3;BukitMerah;;<170000,0.000554665,0.000202952,1.62e-05>
3;4;Geylang;outputNeighborhood;<100000,0.00217002,7.29052,2.71002>
3;4;Geylang;;<100000,0.00246508,6.5619,3.43907>
3;5;Tampines;outputNeighborhood;<240000,2.025e-09,0,0>
3;5;Tampines;;<240000,6.885e-09,4.05e-10,0>
3;6;JurongEast;outputNeighborhood;<180000,1.0125e-09,0,0>
3;6;JurongEast;;<180000,3.4425e-09,2.025e-10,0>
3;7;Orchard;outputNeighborhood;<30000,3.7125e-09,0,0>
3;7;Orchard;;<30000,1.26225e-08,7.425e-10,0>
3;8;MarinaBay;outputNeighborhood;<60000,0.000651014,0.000156,6e-06>
3;8;MarinaBay;;<60000,0.000739548,0.000270603,2.16e-05>
3;9;PasirRis;outputNeighborhood;<150000,0.000488259,0.000117,4.5e-06>
3;9;PasirRis;;<150000,0.000554656,0.000202952,1.62e-05>
4;1;Woodlands;;<260000,4.55625e-15,0,0>
4;2;AngMoKio;;<160000,1.67063e-14,0,0>
4;3;BukitMerah;outputNeighborhood;<170000,0.000554665,0.000202952,1.62e-05>
4;3;BukitMerah;;<170000,0.000591407,0.00029359,3.64952e-05>
4;4;Geylang;outputNeighborhood;<100000,0.00246508,6.5619,3.43907>
4;4;Geylang;;<100000,0.00262827,5.9062,4.09526>
4;5;Tampines;outputNeighborhood;<240000,6.885e-09,4.05e-10,0>
4;5;Tampines;;<240000,1.46409e-08,1.7415e-09,4.05e-11>
4;6;JurongEast;outputNeighborhood;<180000,3.4425e-09,2.025e-10,0>
4;6;JurongEast;;<180000,7.32045e-09,8.7075e-10,2.025e-11>
4;7;Orchard;outputNeighborhood;<30000,1.26225e-08,7.425e-10,0>
4;7;Orchard;;<30000,2.68416e-08,3.19275e-09,7.425e-11>
4;8;MarinaBay;outputNeighborhood;<60000,0.000739548,0.000270603,2.16e-05>
4;8;MarinaBay;;<60000,0.000788531,0.000391452,4.86603e-05>
4;9;PasirRis;outputNeighborhood;<150000,0.000554656,0.000202952,1.62e-05>
4;9;PasirRis;;<150000,0.000591388,0.000293588,3.64952e-05>
5;1;Woodlands;outputNeighborhood;<260000,4.55625e-15,0,0>
5;1;Woodlands;;<260000,2.32369e-14,9.1125e-16,0>
5;2;AngMoKio;outputNeighborhood;<160000,1.67063e-14,0,0>
5;2;AngMoKio;;<160000,8.52019e-14,3.34125e-15,0>
5;3;BukitMerah;outputNeighborhood;<170000,0.000591407,0.00029359,3.64952e-05>
5;3;BukitMerah;;<170000,0.000606062,0.000382512,6.58542e-05>
5;4;Geylang;outputNeighborhood;<100000,0.00262827,5.9062,4.09526>
5;4;Geylang;;<100000,0.00269327,5.31611,4.68588>
5;5;Tampines;outputNeighborhood;<240000,1.46409e-08,1.7415e-09,4.05e-11>
5;5;Tampines;;<240000,2.49243e-08,4.49553e-09,2.1465e-10>
5;6;JurongEast;outputNeighborhood;<180000,7.32045e-09,8.7075e-10,2.025e-11>
5;6;JurongEast;;<180000,1.24622e-08,2.24776e-09,1.07325e-10>
5;7;Orchard;outputNeighborhood;<30000,2.68416e-08,3.19275e-09,7.425e-11>
5;7;Orchard;;<30000,4.56947e-08,8.2418e-09,3.93525e-10>
5;8;MarinaBay;outputNeighborhood;<60000,0.000788531,0.000391452,4.86603e-05>
5;8;MarinaBay;;<60000,0.000808064,0.000510013,8.78055e-05>
5;9;PasirRis;outputNeighborhood;<150000,0.000591388,0.000293588,3.64952e-05>
5;9;PasirRis;;<150000,0.000606029,0.000382506,6.5854e-05>
5;10;Yishun;;<230000,0,0,0>
6;1;Woodlands;outputNeighborhood;<260000,2.32369e-14,9.1125e-16,0>
6;1;Woodlands;;<260000,6.91643e-14,5.4675e-15,9.1125e-17>
6;2;AngMoKio;outputNeighborhood;<160000,8.52019e-14,3.34125e-15,0>
6;2;AngMoKio;;<160000,2.53602e-13,2.00475e-14,3.34125e-16>
6;3;BukitMerah;outputNeighborhood;<170000,0.000606062,0.000382512,6.58542e-05>
6;3;BukitMerah;;<170000,0.000604523,0.000465474,0.000104105>
6;4;Geylang;outputNeighborhood;<100000,0.00269327,5.31611,4.68588>
6;4;Geylang;;<100000,0.00268626,4.78504,5.21749>
6;5;Tampines;outputNeighborhood;<240000,2.49243e-08,4.49553e-09,2.1465e-10>
6;5;Tampines;;<240000,3.71528e-08,9.03084e-09,6.64203e-10>
6;6;JurongEast;outputNeighborhood;<180000,1.24622e-08,2.24776e-09,1.07325e-10>
6;6;JurongEast;;<180000,1.85765e-08,4.51543e-09,3.32101e-10>
6;7;Orchard;outputNeighborhood;<30000,4.56947e-08,8.2418e-09,3.93525e-10>
6;7;Orchard;;<30000,6.81137e-08,1.65566e-08,1.21771e-09>
6;8;MarinaBay;outputNeighborhood;<60000,0.000808064,0.000510013,8.78055e-05>
6;8;MarinaBay;;<60000,0.000806002,0.000620625,0.000138807>
6;9;PasirRis;outputNeighborhood;<150000,0.000606029,0.000382506,6.5854e-05>
6;9;PasirRis;;<150000,0.000604474,0.000465462,0.000104105>
6;10;Yishun;;<230000,1.16184e-19,0,0>
7;1;Woodlands;outputNeighborhood;<260000,6.91643e-14,5.4675e-15,9.1125e-17>
7;1;Woodlands;;<260000,1.56929e-13,1.87536e-14,6.37875e-16>
7;2;AngMoKio;outputNeighborhood;<160000,2.53602e-13,2.00475e-14,3.34125e-16>
7;2;AngMoKio;;<160000,5.75407e-13,6.87632e-14,2.33888e-15>
7;3;BukitMerah;outputNeighborhood;<170000,0.000604523,0.000465474,0.000104105>
7;3;BukitMerah;;<170000,0.000591357,0.000539831,0.000150653>
7;4;Geylang;outputNeighborhood;<100000,0.00268626,4.78504,5.21749>
7;4;Geylang;;<100000,0.00262755,4.30707,5.696>
7;5;Tampines;outputNeighborhood;<240000,3.71528e-08,9.03084e-09,6.64203e-10>
7;5;Tampines;;<240000,5.0669e-08,1.55583e-08,1.56729e-09>
7;6;JurongEast;outputNeighborhood;<180000,1.85765e-08,4.51543e-09,3.32101e-10>
7;6;JurongEast;;<180000,2.53348e-08,7.7792e-09,7.83645e-10>
7;7;Orchard;outputNeighborhood;<30000,6.81137e-08,1.65566e-08,1.21771e-09>
7;7;Orchard;;<30000,9.28939e-08,2.85237e-08,2.87336e-09>
7;8;MarinaBay;outputNeighborhood;<60000,0.000806002,0.000620625,0.000138807>
7;8;MarinaBay;;<60000,0.000788436,0.000719763,0.000200869>
7;9;PasirRis;outputNeighborhood;<150000,0.000604474,0.000465462,0.000104105>
7;9;PasirRis;;<150000,0.000591289,0.00053981,0.000150651>
7;10;Yishun;outputNeighborhood;<230000,1.16184e-19,0,0>
7;10;Yishun;;<230000,7.90054e-19,2.32369e-20,0>
8;1;Woodlands;outputNeighborhood;<260000,1.56929e-13,1.87536e-14,6.37875e-16>
8;1;Woodlands;;<260000,3.00577e-13,4.82641e-14,2.51324e-15>
8;2;AngMoKio;outputNeighborhood;<160000,5.75407e-13,6.87632e-14,2.33888e-15>
8;2;AngMoKio;;<160000,1.10211e-12,1.76968e-13,9.2152e-15>
8;3;BukitMerah;outputNeighborhood;<170000,0.000591357,0.000539831,0.000150653>
8;3;BukitMerah;;<170000,0.000570081,0.000604119,0.000204636>
8;4;Geylang;outputNeighborhood;<100000,0.00262755,4.30707,5.696>
8;4;Geylang;;<100000,0.0025328,3.87689,6.1267>
8;5;Tampines;outputNeighborhood;<240000,5.0669e-08,1.55583e-08,1.56729e-09>
8;5;Tampines;;<240000,6.48284e-08,2.41363e-08,3.12312e-09>
8;6;JurongEast;outputNeighborhood;<180000,2.53348e-08,7.7792e-09,7.83645e-10>
8;6;JurongEast;;<180000,3.24148e-08,1.20682e-08,1.56156e-09>
8;7;Orchard;outputNeighborhood;<30000,9.28939e-08,2.85237e-08,2.87336e-09>
8;7;Orchard;;<30000,1.18853e-07,4.42501e-08,5.72573e-09>
8;8;MarinaBay;outputNeighborhood;<60000,0.000788436,0.000719763,0.000200869>
8;8;MarinaBay;;<60000,0.000760057,0.000805474,0.000272846>
8;9;PasirRis;outputNeighborhood;<150000,0.000591289,0.00053981,0.000150651>
8;9;PasirRis;;<150000,0.000569994,0.000604087,0.000204632>
8;10;Yishun;outputNeighborhood;<230000,7.90054e-19,2.32369e-20,0>
8;10;Yishun;;<230000,3.02313e-18,1.78924e-19,2.32369e-21>
9;1;Woodlands;outputNeighborhood;<260000,3.00577e-13,4.82641e-14,2.51324e-15>
9;1;Woodlands;;<260000,5.12002e-13,1.03553e-13,7.33964e-15>
9;2;AngMoKio;outputNeighborhood;<160000,1.10211e-12,1.76968e-13,9.2152e-15>
9;2;AngMoKio;;<160000,1.87734e-12,3.79694e-13,2.6912e-14>
9;3;BukitMerah;outputNeighborhood;<170000,0.000570081,0.000604119,0.000204636>
9;3;BukitMerah;;<170000,0.000543391,0.000657723,0.000265048>
9;4;Geylang;outputNeighborhood;<100000,0.0025328,3.87689,6.1267>
9;4;Geylang;;<100000,0.00241398,3.48971,6.51439>
9;5;Tampines;outputNeighborhood;<240000,6.48284e-08,2.41363e-08,3.12312e-09>
9;5;Tampines;;<240000,7.90493e-08,3.46883e-08,5.53675e-09>
9;6;JurongEast;outputNeighborhood;<180000,3.24148e-08,1.20682e-08,1.56156e-09>
9;6;JurongEast;;<180000,3.95258e-08,1.73444e-08,2.76839e-09>
9;7;Orchard;outputNeighborhood;<30000,1.18853e-07,4.42501e-08,5.72573e-09>
9;7;Orchard;;<30000,1.44926e-07,6.35958e-08,1.01507e-08>
9;8;MarinaBay;outputNeighborhood;<60000,0.000760057,0.000805474,0.000272846>
9;8;MarinaBay;;<60000,0.00072446,0.000876938,0.000353393>
9;9;PasirRis;outputNeighborhood;<150000,0.000569994,0.000604087,0.000204632>
9;9;PasirRis;;<150000,0.000543286,0.000657677,0.00026504>
9;10;Yishun;outputNeighborhood;<230000,3.02313e-18,1.78924e-19,2.32369e-21>
9;10;Yishun;;<230000,8.57219e-18,7.65658e-19,2.02161e-20>
10;1;Woodlands;outputNeighborhood;<260000,5.12002e-13,1.03553e-13,7.33964e-15>
10;1;Woodlands;;<260000,7.99861e-13,1.95598e-13,1.7695e-14>
10;2;AngMoKio;outputNeighborhood;<160000,1.87734e-12,3.79694e-13,2.6912e-14>
10;2;AngMoKio;;<160000,2.93281e-12,7.17192e-13,6.48815e-14>
10;3;BukitMerah;outputNeighborhood;<170000,0.000543391,0.000657723,0.000265048>
10;3;BukitMerah;;<170000,0.000513337,0.000700629,0.00033082>
10;4;Geylang;outputNeighborhood;<100000,0.00241398,3.48971,6.51439>
10;4;Geylang;;<100000,0.00228021,3.14122,6.86336>
10;5;Tampines;outputNeighborhood;<240000,7.90493e-08,3.46883e-08,5.53675e-09>
10;5;Tampines;;<240000,9.28388e-08,4.70294e-08,9.00558e-09>
10;6;JurongEast;outputNeighborhood;<180000,3.95258e-08,1.73444e-08,2.76839e-09>
10;6;JurongEast;;<180000,4.64211e-08,2.35151e-08,4.50283e-09>
10;7;Orchard;outputNeighborhood;<30000,1.44926e-07,6.35958e-08,1.01507e-08>
10;7;Orchard;;<30000,1.70208e-07,8.62214e-08,1.65103e-08>
10;8;MarinaBay;outputNeighborhood;<60000,0.00072446,0.000876938,0.000353393>
10;8;MarinaBay;;<60000,0.000684377,0.000934136,0.000441087>
10;9;PasirRis;outputNeighborhood;<150000,0.000543286,0.000657677,0.00026504>
10;9;PasirRis;;<150000,0.000513213,0.000700567,0.000330808>
10;10;Yishun;outputNeighborhood;<230000,8.57219e-18,7.65658e-19,2.02161e-20>
10;10;Yishun;;<230000,2.00608e-17,2.40353e-18,9.67818e-20>
11;1;Woodlands;outputNeighborhood;<260000,7.99861e-13,1.95598e-13,1.7695e-14>
11;1;Woodlands;;<260000,1.169e-12,3.36011e-13,3.72548e-14>
11;2;AngMoKio;outputNeighborhood;<160000,2.93281e-12,7.17192e-13,6.48815e-14>
11;2;AngMoKio;;<160000,4.2863e-12,1.23204e-12,1.36601e-13>
11;3;BukitMerah;outputNeighborhood;<170000,0.000513337,0.000700629,0.00033082>
11;3;BukitMerah;;<170000,0.000481459,0.000733234,0.000400883>
11;4;Geylang;outputNeighborhood;<100000,0.00228021,3.14122,6.86336>
11;4;Geylang;;<100000,0.00213836,2.82755,7.17749>
11;5;Tampines;outputNeighborhood;<240000,9.28388e-08,4.70294e-08,9.00558e-09>
11;5;Tampines;;<240000,1.05802e-07,6.08942e-08,1.37085e-08>
11;6;JurongEast;outputNeighborhood;<180000,4.64211e-08,2.35151e-08,4.50283e-09>
11;6;JurongEast;;<180000,5.29034e-08,3.04478e-08,6.85434e-09>
11;7;Orchard;outputNeighborhood;<30000,1.70208e-07,8.62214e-08,1.65103e-08>
11;7;Orchard;;<30000,1.93976e-07,1.11641e-07,2.51325e-08>
11;8;MarinaBay;outputNeighborhood;<60000,0.000684377,0.000934136,0.000441087>
11;8;MarinaBay;;<60000,0.000641863,0.000977598,0.0005345>
11;9;PasirRis;outputNeighborhood;<150000,0.000513213,0.000700567,0.000330808>
11;9;PasirRis;;<150000,0.000481318,0.000733153,0.000400865>
11;10;Yishun;outputNeighborhood;<230000,2.00608e-17,2.40353e-18,9.67818e-20>
11;10;Yishun;;<230000,4.09877e-17,6.17535e-18,3.37135e-19>
12;1;Woodlands;outputNeighborhood;<260000,1.169e-12,3.36011e-13,3.72548e-14>
12;1;Woodlands;;<260000,1.62031e-12,5.36209e-13,7.08558e-14>
12;2;AngMoKio;outputNeighborhood;<160000,4.2863e-12,1.23204e-12,1.36601e-13>
12;2;AngMoKio;;<160000,5.94109e-12,1.96609e-12,2.59804e-13>
12;3;BukitMerah;outputNeighborhood;<170000,0.000481459,0.000733234,0.000400883>
12;3;BukitMerah;;<170000,0.000448904,0.000756202,0.000474207>
12;4;Geylang;outputNeighborhood;<100000,0.00213836,2.82755,7.17749>
12;4;Geylang;;<100000,0.00199351,2.54523,7.46024>
12;5;Tampines;outputNeighborhood;<240000,1.05802e-07,6.08942e-08,1.37085e-08>
12;5;Tampines;;<240000,1.1764e-07,7.59651e-08,1.97979e-08>
12;6;JurongEast;outputNeighborhood;<180000,5.29034e-08,3.04478e-08,6.85434e-09>
12;6;JurongEast;;<180000,5.88235e-08,3.79837e-08,9.89912e-09>
12;7;Orchard;outputNeighborhood;<30000,1.93976e-07,1.11641e-07,2.51325e-08>
12;7;Orchard;;<30000,2.15681e-07,1.39272e-07,3.62966e-08>
12;8;MarinaBay;outputNeighborhood;<60000,0.000641863,0.000977598,0.0005345>
12;8;MarinaBay;;<60000,0.000598448,0.00100821,0.00063226>
12;9;PasirRis;outputNeighborhood;<150000,0.000481318,0.000733153,0.000400865>
12;9;PasirRis;;<150000,0.000448748,0.000756101,0.00047418>
12;10;Yishun;outputNeighborhood;<230000,4.09877e-17,6.17535e-18,3.37135e-19>
12;10;Yishun;;<230000,7.5632e-17,1.37553e-17,9.54669e-19>
13;1;Woodlands;outputNeighborhood;<260000,1.62031e-12,5.36209e-13,7.08558e-14>
13;1;Woodlands;;<260000,2.15093e-12,8.0665e-13,1.24477e-13>
13;2;AngMoKio;outputNeighborhood;<160000,5.94109e-12,1.96609e-12,2.59804e-13>
13;2;AngMoKio;;<160000,7.88669e-12,2.9577e-12,4.56413e-13>
13;3;BukitMerah;outputNeighborhood;<170000,0.000448904,0.000756202,0.000474207>
13;3;BukitMerah;;<170000,0.000416512,0.000770363,0.000549827>
13;4;Geylang;outputNeighborhood;<100000,0.00199351,2.54523,7.46024>
13;4;Geylang;;<100000,0.0018494,2.2911,7.71476>
13;5;Tampines;outputNeighborhood;<240000,1.1764e-07,7.59651e-08,1.97979e-08>
13;5;Tampines;;<240000,1.28145e-07,9.18966e-08,2.73944e-08>
13;6;JurongEast;outputNeighborhood;<180000,5.88235e-08,3.79837e-08,9.89912e-09>
13;6;JurongEast;;<180000,6.40772e-08,4.59501e-08,1.36975e-08>
13;7;Orchard;outputNeighborhood;<30000,2.15681e-07,1.39272e-07,3.62966e-08>
13;7;Orchard;;<30000,2.34943e-07,1.68481e-07,5.02237e-08>
13;8;MarinaBay;outputNeighborhood;<60000,0.000598448,0.00100821,0.00063226>
13;8;MarinaBay;;<60000,0.00055525,0.00102708,0.000733081>
13;9;PasirRis;outputNeighborhood;<150000,0.000448748,0.000756101,0.00047418>
13;9;PasirRis;;<150000,0.000416341,0.00077024,0.00054979>
13;10;Yishun;outputNeighborhood;<230000,7.5632e-17,1.37553e-17,9.54669e-19>
13;10;Yishun;;<230000,1.28873e-16,2.75062e-17,2.3302e-18>
14;1;Woodlands;outputNeighborhood;<260000,2.15093e-12,8.0665e-13,1.24477e-13>
14;1;Woodlands;;<260000,2.7547e-12,1.15617e-12,2.05142e-13>
14;2;AngMoKio;outputNeighborhood;<160000,7.88669e-12,2.9577e-12,4.56413e-13>
14;2;AngMoKio;;<160000,1.01005e-11,4.23927e-12,7.52183e-13>
14;3;BukitMerah;outputNeighborhood;<170000,0.000416512,0.000770363,0.000549827>
14;3;BukitMerah;;<170000,0.000384883,0.000776629,0.000626863>
14;4;Geylang;outputNeighborhood;<100000,0.0018494,2.2911,7.71476>
14;4;Geylang;;<100000,0.0017087,2.06236,7.94387>
14;5;Tampines;outputNeighborhood;<240000,1.28145e-07,9.18966e-08,2.73944e-08>
14;5;Tampines;;<240000,1.37187e-07,1.08336e-07,3.65841e-08>
14;6;JurongEast;outputNeighborhood;<180000,6.40772e-08,4.59501e-08,1.36975e-08>
14;6;JurongEast;;<180000,6.85995e-08,5.41705e-08,1.82925e-08>
14;7;Orchard;outputNeighborhood;<30000,2.34943e-07,1.68481e-07,5.02237e-08>
14;7;Orchard;;<30000,2.51523e-07,1.98622e-07,6.70718e-08>
14;8;MarinaBay;outputNeighborhood;<60000,0.00055525,0.00102708,0.000733081>
14;8;MarinaBay;;<60000,0.00051307,0.00103542,0.000835789>
14;9;PasirRis;outputNeighborhood;<150000,0.000416341,0.00077024,0.00054979>
14;9;PasirRis;;<150000,0.0003847,0.000776484,0.000626814>
14;10;Yishun;outputNeighborhood;<230000,1.28873e-16,2.75062e-17,2.3302e-18>
14;10;Yishun;;<230000,2.05949e-16,5.05303e-17,5.08082e-18>
15;1;Woodlands;outputNeighborhood;<260000,2.7547e-12,1.15617e-12,2.05142e-13>
15;1;Woodlands;;<260000,3.42271e-12,1.5915e-12,3.20759e-13>
15;2;AngMoKio;outputNeighborhood;<160000,1.01005e-11,4.23927e-12,7.52183e-13>
15;2;AngMoKio;;<160000,1.25498e-11,5.83543e-12,1.17611e-12>
15;3;BukitMerah;outputNeighborhood;<170000,0.000384883,0.000776629,0.000626863>
15;3;BukitMerah;;<170000,0.000354434,0.000775943,0.000704526>
15;4;Geylang;outputNeighborhood;<100000,0.0017087,2.06236,7.94387>
15;4;Geylang;;<100000,0.00157326,1.85647,8.15011>
15;5;Tampines;outputNeighborhood;<240000,1.37187e-07,1.08336e-07,3.65841e-08>
15;5;Tampines;;<240000,1.44704e-07,1.2494e-07,4.74177e-08>
15;6;JurongEast;outputNeighborhood;<180000,6.85995e-08,5.41705e-08,1.82925e-08>
15;6;JurongEast;;<180000,7.23592e-08,6.24733e-08,2.37095e-08>
15;7;Orchard;outputNeighborhood;<30000,2.51523e-07,1.98622e-07,6.70718e-08>
15;7;Orchard;;<30000,2.65306e-07,2.29064e-07,8.6934e-08>
15;8;MarinaBay;outputNeighborhood;<60000,0.00051307,0.00103542,0.000835789>
15;8;MarinaBay;;<60000,0.000472466,0.00103449,0.000939331>
15;9;PasirRis;outputNeighborhood;<150000,0.0003847,0.000776484,0.000626814>
15;9;PasirRis;;<150000,0.000354241,0.000775776,0.000704463>
15;10;Yishun;outputNeighborhood;<230000,2.05949e-16,5.05303e-17,5.08082e-18>
15;10;Yishun;;<230000,3.12176e-16,8.66671e-17,1.01339e-17>
16;1;Woodlands;outputNeighborhood;<260000,3.42271e-12,1.5915e-12,3.20759e-13>
16;1;Woodlands;;<260000,4.14398e-12,2.11689e-12,4.79908e-13>
16;2;AngMoKio;outputNeighborhood;<160000,1.25498e-11,5.83543e-12,1.17611e-12>
16;2;AngMoKio;;<160000,1.51943e-11,7.76185e-12,1.75965e-12>
16;3;BukitMerah;outputNeighborhood;<170000,0.000354434,0.000775943,0.000704526>
16;3;BukitMerah;;<170000,0.000325442,0.000769235,0.00078212>
16;4;Geylang;outputNeighborhood;<100000,0.00157326,1.85647,8.15011>
16;4;Geylang;;<100000,0.00144433,1.67114,8.33576>
16;5;Tampines;outputNeighborhood;<240000,1.44704e-07,1.2494e-07,4.74177e-08>
16;5;Tampines;;<240000,1.50687e-07,1.41386e-07,5.99117e-08>
16;6;JurongEast;outputNeighborhood;<180000,7.23592e-08,6.24733e-08,2.37095e-08>
16;6;JurongEast;;<180000,7.53523e-08,7.06978e-08,2.99569e-08>
16;7;Orchard;outputNeighborhood;<30000,2.65306e-07,2.29064e-07,8.6934e-08>
16;7;Orchard;;<30000,2.76279e-07,2.59219e-07,1.0984e-07>
16;8;MarinaBay;outputNeighborhood;<60000,0.000472466,0.00103449,0.000939331>
16;8;MarinaBay;;<60000,0.000433805,0.00102554,0.00104278>
16;9;PasirRis;outputNeighborhood;<150000,0.000354241,0.000775776,0.000704463>
16;9;PasirRis;;<150000,0.000325241,0.000769047,0.00078204>
16;10;Yishun;outputNeighborhood;<230000,3.12176e-16,8.66671e-17,1.01339e-17>
16;10;Yishun;;<230000,4.52664e-16,1.40435e-16,1.88006e-17>
17;1;Woodlands;outputNeighborhood;<260000,4.14398e-12,2.11689e-12,4.79908e-13>
17;1;Woodlands;;<260000,4.9061e-12,2.734e-12,6.91597e-13>
17;2;AngMoKio;outputNeighborhood;<160000,1.51943e-11,7.76185e-12,1.75965e-12>
17;2;AngMoKio;;<160000,1.79887e-11,1.00245e-11,2.53584e-12>
17;3;BukitMerah;outputNeighborhood;<170000,0.000325442,0.000769235,0.00078212>
17;3;BukitMerah;;<170000,0.000298077,0.0007574,0.000859044>
17;4;Geylang;outputNeighborhood;<100000,0.00144433,1.67114,8.33576>
17;4;Geylang;;<100000,0.00132264,1.50431,8.50287>
17;5;Tampines;outputNeighborhood;<240000,1.50687e-07,1.41386e-07,5.99117e-08>
17;5;Tampines;;<240000,1.55172e-07,1.57385e-07,7.40503e-08>
17;6;JurongEast;outputNeighborhood;<180000,7.53523e-08,7.06978e-08,2.99569e-08>
17;6;JurongEast;;<180000,7.75967e-08,7.86985e-08,3.70267e-08>
17;7;Orchard;outputNeighborhood;<30000,2.76279e-07,2.59219e-07,1.0984e-07>
17;7;Orchard;;<30000,2.84506e-07,2.88553e-07,1.35762e-07>
17;8;MarinaBay;outputNeighborhood;<60000,0.000433805,0.00102554,0.00104278>
17;8;MarinaBay;;<60000,0.000397315,0.00100974,0.00114533>
17;9;PasirRis;outputNeighborhood;<150000,0.000325241,0.000769047,0.00078204>
17;9;PasirRis;;<150000,0.00029787,0.00075719,0.000858945>
17;10;Yishun;outputNeighborhood;<230000,4.52664e-16,1.40435e-16,1.88006e-17>
17;10;Yishun;;<230000,6.32046e-16,2.16925e-16,3.28441e-17>
18;1;Woodlands;outputNeighborhood;<260000,4.9061e-12,2.734e-12,6.91597e-13>
18;1;Woodlands;;<260000,5.69587e-12,3.44182e-12,9.64997e-13>
18;2;AngMoKio;outputNeighborhood;<160000,1.79887e-11,1.00245e-11,2.53584e-12>
18;2;AngMoKio;;<160000,2.08844e-11,1.26198e-11,3.53829e-12>
18;3;BukitMerah;outputNeighborhood;<170000,0.000298077,0.0007574,0.000859044>
18;3;BukitMerah;;<170000,0.00027243,0.000741275,0.000934784>
18;4;Geylang;outputNeighborhood;<100000,0.00132264,1.50431,8.50287>
18;4;Geylang;;<100000,0.00120861,1.35414,8.6533>
18;5;Tampines;outputNeighborhood;<240000,1.55172e-07,1.57385e-07,7.40503e-08>
18;5;Tampines;;<240000,1.58229e-07,1.72681e-07,8.97888e-08>
18;6;JurongEast;outputNeighborhood;<180000,7.75967e-08,7.86985e-08,3.70267e-08>
18;6;JurongEast;;<180000,7.91267e-08,8.6348e-08,4.48965e-08>
18;7;Orchard;outputNeighborhood;<30000,2.84506e-07,2.88553e-07,1.35762e-07>
18;7;Orchard;;<30000,2.90114e-07,3.16599e-07,1.64618e-07>
18;8;MarinaBay;outputNeighborhood;<60000,0.000397315,0.00100974,0.00114533>
18;8;MarinaBay;;<60000,0.000363116,0.000988233,0.00124631>
18;9;PasirRis;outputNeighborhood;<150000,0.00029787,0.00075719,0.000858945>
18;9;PasirRis;;<150000,0.000272219,0.000741045,0.000934664>
18;10;Yishun;outputNeighborhood;<230000,6.32046e-16,2.16925e-16,3.28441e-17>
